Order ID,Customer Name,Gender,Product Details (Brand),Phone Number,Age,City,Address,Product Price (Taka),Delivery Charge(Taka),Total Bill (Taka),Phone Number,Customer Value,City Code,Product Code,Value Count,,LOOKUP TABLE   ,LOOKUPVALUE,,Product,Product Code
1354,Rabeya Tahsin,Female,Maria B.,013-783-15207,28,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7500,70,7570,013-783-15207,Low,1,8,0,,,,,,
1355,Sharmin Rowshan,Female,Sapphire,015-272-76404,27,Bogura,"House #9, Lane #10, Bogura Sadar, Bogura",7180,120,7300,015-272-76404,Low,17,3,0,,,,,,
1356,Tashfia Fairooz,Female,Faraz Manan,013-552-10019,22,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",9000,70,9070,013-552-10019,Low,1,9,0,,,,,,
1357,Raisa Fairooz,Female,Amir Adnan,019-665-48019,44,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9550,70,9620,019-665-48019,High,1,10,1,,,,,,
1358,Nusrat Tahsin,Female,Faraz Manan,016-287-82309,49,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,016-287-82309,High,1,9,1,,,,,,
1359,iqdidar Zaman,Male,Sana Safinaz,017-709-33092,24,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",10590,120,10710,017-709-33092,High,3,6,1,,,,,,
1360,Ratul Haque,Male,Baroque,017-289-70091,43,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",7560,120,7680,017-289-70091,High,7,5,1,,,,,,
1361,Nowshin Ferdous,Female,Baroque,019-579-11409,23,Bogura,"Flat #13, Building #12, Kahalu, Bogura",7560,120,7680,019-579-11409,Low,17,5,0,,,,,,
1362,Raisa Biswas,Female,Sana Safinaz,017-139-38040,42,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",10590,120,10710,017-139-38040,Low,15,6,0,,,,,,
1363,Arabi Islam,Female,Baroque,013-987-68006,36,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7560,70,7630,013-987-68006,High,1,5,1,,,,,,
1364,Mahbuba Sobhan,Female,Celina,017-814-82503,46,Tangail,"Plot #7, Mirzapur, Tangail",5599,120,5719,017-814-82503,Low,12,1,0,,,,,,
1365,Saima Nur,Female,Celina,015-335-90605,30,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5599,70,5669,015-335-90605,Low,1,1,0,,,,,,
1366,Aminul Hasan,Male,Maria B.,013-447-62707,34,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7500,120,7620,013-447-62707,Low,3,8,0,,,,,,
1367,Mahir Hossain,Male,Mushq,019-192-43980,41,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",6890,120,7010,019-192-43980,Low,7,4,0,,,,,,
1368,Anisha Ali,Female,Ethnic,018-516-71506,49,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",6500,120,6620,018-516-71506,Low,3,7,0,,,,,,
1369,Miniba Ferdous,Female,Amir Adnan,015-679-74508,25,Faridpur,"House #19, Road #3, Sadarpur, Faridpur",9550,120,9670,015-679-74508,Low,19,10,0,,,,,,
1370,Ayesha Khan,Female,Khaadi,016-742-35084,36,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5990,70,6060,016-742-35084,High,1,2,1,,,,,,
1371,Sharmin Tasnim,Female,Sana Safinaz,018-738-69002,24,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",10590,120,10710,018-738-69002,Low,19,6,0,,,,,,
1372,Shahid Zaman,Male,Celina,015-351-10150,41,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",5599,120,5719,015-351-10150,High,3,1,1,,,,,,
1373,Saima Akhtar,Female,Faraz Manan,018-875-32600,22,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9000,120,9120,018-875-32600,Low,3,9,0,,,,,,
1374,Farib Shakil,Male,Maria B.,018-165-29600,25,Jamalpur,"House #15, Road #5, Dewanganj, Jamalpur",7500,120,7620,018-165-29600,High,20,8,1,,,,,,
1375,Nazia Ali,Female,Baroque,019-454-70403,22,Jamalpur,"Apartment #7, Block #T, Melandaha, Jamalpur",7560,120,7680,019-454-70403,Low,20,5,0,,,,,,
1376,Urmi Islam,Female,Celina,018-876-82907,33,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5599,70,5669,018-876-82907,Low,1,1,0,,,,,,
1377,Raisa Ali,Female,Celina,013-781-81409,41,Narsingdi,"Apartment #12, Block #O, Belabo, Narsingdi",5599,120,5719,013-781-81409,Low,15,1,0,,,,,,
1378,Rabeya Noor,Female,Ethnic,016-647-20106,40,Comilla,"Plot #12, Brahmanpara, Comilla",6500,120,6620,016-647-20106,Low,10,7,0,,,,,,
1379,Saima Islam,Female,Sapphire,013-580-10669,45,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",7180,120,7300,013-580-10669,Low,19,3,0,,,,,,
1380,Sharmin Haque,Female,Baroque,018-515-62260,23,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7560,120,7680,018-515-62260,Low,3,5,0,,,,,,
1381,Nowshin Tasnim,Female,Ethnic,019-643-68206,34,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",6500,120,6620,019-643-68206,Low,3,7,0,,,,,,
1382,Ayesha Ali,Female,Sana Safinaz,019-757-49110,32,Comilla,"Flat #9, Building #15, Laksam, Comilla",10590,120,10710,019-757-49110,Low,10,6,0,,,,,,
1383,Nazia Jahan,Female,Celina,019-442-31509,49,Narayanganj,"Plot #9, Rupganj, Narayanganj",5599,120,5719,019-442-31509,High,11,1,1,,,,,,
1384,Nusrat Hossain,Female,Maria B.,019-873-99704,34,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",7500,120,7620,019-873-99704,Low,18,8,0,,,,,,
1385,Sujana Ferdous,Female,Ethnic,016-220-81902,28,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,016-220-81902,Low,1,7,0,,,,,,
1386,Fabliha Ahmed,Female,Khaadi,013-587-85508,37,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",5990,120,6110,013-587-85508,Low,3,2,0,,,,,,
1387,Sumaiya Rahman,Female,Celina,017-799-71570,40,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5599,70,5669,017-799-71570,Low,1,1,0,,,,,,
1388,Labiba Akhtar,Female,Mushq,016-267-77070,45,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6890,70,6960,016-267-77070,Low,1,4,0,,,,,,
1389,Nowshin Jahan,Female,Baroque,013-857-86021,43,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7560,70,7630,013-857-86021,Low,1,5,0,,,,,,
1390,Tashfia Ferdous,Female,Faraz Manan,019-436-78360,32,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",9000,120,9120,019-436-78360,Low,3,9,0,,,,,,
1391,Sharmin Ahmed,Female,Khaadi,016-305-44002,45,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5990,70,6060,016-305-44002,High,1,2,1,,,,,,
1392,Ahmed Barua,Male,Amir Adnan,017-187-88200,22,Mymensingh,"Plot #5, Trishal, Mymensingh",9550,120,9670,017-187-88200,Low,13,10,0,,,,,,
1393,Sharmin Ahmed,Female,Baroque,016-203-29204,38,Sylhet,"House #2, Lane #8, Amberkhana, Sylhet",7560,120,7680,016-203-29204,High,4,5,1,,,,,,
1394,Nafis Chowdhury,Male,Sana Safinaz,018-126-42006,49,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",10590,120,10710,018-126-42006,Low,3,6,0,,,,,,
1395,Farhan Hasan,Male,Ethnic,018-736-73706,39,Jessore,"House #15, Road #3, Bagherpara, Jessore",6500,120,6620,018-736-73706,High,14,7,1,,,,,,
1396,Nusrat Sultana,Female,Maria B.,013-703-17809,29,Gazipur,"Plot #4, Sreepur, Gazipur",7500,120,7620,013-703-17809,Low,2,8,0,,,,,,
1397,Sujana Khan,Female,Khaadi,019-836-81072,31,Bogura,"Apartment #6, Block #Q, Shibganj, Bogura",5990,120,6110,019-836-81072,Low,17,2,0,,,,,,
1398,Urmi Sabrin,Female,Ethnic,018-920-75024,33,Cox's Bazar,"Flat #11, Building #15, Teknaf, Coxs Bazar",6500,120,6620,018-920-75024,Low,5,7,0,,,,,,
1399,Nafisa Ahmed,Female,Baroque,015-947-45040,28,Rangpur,"House #16, Road #10, Kaunia, Rangpur",7560,120,7680,015-947-45040,Low,9,5,0,,,,,,
1400,Nazia Khan,Female,Maria B.,015-555-84076,46,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7500,70,7570,015-555-84076,Low,1,8,0,,,,,,
1401,Shafin Shah,Male,Khaadi,015-708-85600,50,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",5990,120,6110,015-708-85600,Low,3,2,0,,,,,,
1402,Nazia Karim,Female,Khaadi,016-981-85017,36,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",5990,120,6110,016-981-85017,Low,15,2,0,,,,,,
1403,Karim Shah,Male,Sapphire,019-424-82036,35,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7180,120,7300,019-424-82036,Low,3,3,0,,,,,,
1404,Nusrat Sabrin,Female,Faraz Manan,019-780-94300,46,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",9000,70,9070,019-780-94300,Low,1,9,0,,,,,,
1405,Ilma Biswas,Female,Mushq,017-111-83092,34,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",6890,120,7010,017-111-83092,High,3,4,1,,,,,,
1406,Faiza Noor,Female,Celina,019-415-59404,37,Narayanganj,"House #14, Road #7, Araihazar, Narayanganj",5599,120,5719,019-415-59404,Low,11,1,0,,,,,,
1407,Tashfia Chowdhury,Female,Sapphire,013-153-49083,36,Mymensingh,"Plot #5, Trishal, Mymensingh",7180,120,7300,013-153-49083,Low,13,3,0,,,,,,
1408,Saima Ali,Female,Maria B.,016-180-24303,41,Jessore,"House #4, Lane #12, Jessore Sadar, Jessore",7500,120,7620,016-180-24303,Low,14,8,0,,,,,,
1409,Saima Khan,Female,Khaadi,018-446-45907,26,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,018-446-45907,Low,1,2,0,,,,,,
1410,Maria Rahman,Female,Baroque,013-302-52014,39,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,013-302-52014,Low,1,5,0,,,,,,
1411,Ayesha Haque,Female,Amir Adnan,018-710-63009,22,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",9550,120,9670,018-710-63009,Low,3,10,0,,,,,,
1412,Farinaj Sultana,Female,Baroque,019-332-62035,32,Comilla,"House #20, Road #8, Chauddagram, Comilla",7560,120,7680,019-332-62035,High,10,5,1,,,,,,
1413,Ayesha Khan,Female,Faraz Manan,015-103-39110,28,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9000,70,9070,015-103-39110,Low,1,9,0,,,,,,
1414,Farib Sakib,Male,Khaadi,019-342-17601,46,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5990,70,6060,019-342-17601,High,1,2,1,,,,,,
1415,Wamia Nur,Female,Amir Adnan,013-458-66304,38,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9550,70,9620,013-458-66304,Low,1,10,0,,,,,,
1416,Abonty Karim,Female,Sapphire,017-306-86508,34,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7180,70,7250,017-306-86508,High,1,3,1,,,,,,
1417,Sharmin Khan,Female,Sapphire,017-134-31509,46,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7180,70,7250,017-134-31509,Low,1,3,0,,,,,,
1418,Sabina Ahmed,Female,Mushq,013-946-38602,46,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,013-946-38602,Low,1,4,0,,,,,,
1419,Jannatul Ferdous,Female,Sana Safinaz,015-874-11000,50,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",10590,70,10660,015-874-11000,Low,1,6,0,,,,,,
1420,Tamanna Karim,Female,Amir Adnan,018-316-39909,50,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",9550,120,9670,018-316-39909,High,3,10,1,,,,,,
1421,Ayesha Sabah,Female,Faraz Manan,013-704-35027,35,Barisal,"Apartment #8, Block #A, Kuakata, Barisal",9000,120,9120,013-704-35027,High,8,9,1,,,,,,
1422,Farinaj Sabrin,Female,Maria B.,019-433-25140,38,Comilla,"House #6, Lane #6, Kandirpar, Comilla",7500,120,7620,019-433-25140,High,10,8,1,,,,,,
1423,Abdullah Murtaza,Male,Sana Safinaz,013-591-58041,40,Rangpur,"House #3, Lane #9, Kotwali, Rangpur",10590,120,10710,013-591-58041,Low,9,6,0,,,,,,
1424,Abonty Sabah,Female,Baroque,016-132-30400,45,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7560,120,7680,016-132-30400,High,3,5,1,,,,,,
1425,Wamia Islam,Female,Sana Safinaz,019-583-81500,35,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",10590,120,10710,019-583-81500,Low,3,6,0,,,,,,
1426,Nazia Islam,Female,Maria B.,015-780-87702,29,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7500,120,7620,015-780-87702,High,3,8,1,,,,,,
1427,Sujana Ahmed,Female,Mushq,013-172-56100,43,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,013-172-56100,Low,1,4,0,,,,,,
1428,Anisha Ahmed,Female,Maria B.,017-812-57021,39,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7500,120,7620,017-812-57021,Low,3,8,0,,,,,,
1429,Rabeya Rowshan,Female,Sapphire,016-389-15041,22,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",7180,120,7300,016-389-15041,Low,19,3,0,,,,,,
1430,Tashpia Ferdous,Female,Ethnic,017-306-33009,48,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,017-306-33009,Low,1,7,0,,,,,,
1431,Nusrat Khan,Female,Khaadi,013-117-49709,27,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,013-117-49709,Low,1,2,0,,,,,,
1432,Maria Tasneem,Female,Maria B.,017-222-86608,34,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7500,70,7570,017-222-86608,Low,1,8,0,,,,,,
1433,Lamisa Biswas,Female,Amir Adnan,013-900-80302,30,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9550,120,9670,013-900-80302,Low,3,10,0,,,,,,
1434,Labiba Tahsin,Female,Maria B.,015-368-32038,38,Tangail,"House #2, Lane #8, Santosh, Tangail",7500,120,7620,015-368-32038,High,12,8,1,,,,,,
1435,Irina Ahmed,Female,Sana Safinaz,013-570-24085,25,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",10590,120,10710,013-570-24085,Low,3,6,0,,,,,,
1436,Sabina Karim,Female,Faraz Manan,017-866-75094,37,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",9000,120,9120,017-866-75094,High,3,9,1,,,,,,
1437,Arabi Sabah,Female,Celina,015-592-16507,42,Rajshahi,"Plot #13, Chouhatta, Boalia, Rajshahi",5599,120,5719,015-592-16507,High,7,1,1,,,,,,
1438,Sharmin Noor,Female,Khaadi,015-770-19803,25,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5990,70,6060,015-770-19803,Low,1,2,0,,,,,,
1439,Farhana Rahman,Female,Sana Safinaz,016-820-42047,32,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",10590,120,10710,016-820-42047,Low,3,6,0,,,,,,
1440,Maria Karim,Female,Ethnic,017-367-61999,43,Jessore,"Flat #1, Building #10, Abhaynagar, Jessore",6500,120,6620,017-367-61999,High,14,7,1,,,,,,
1441,Tahmina Haque,Female,Amir Adnan,018-670-61408,46,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9550,70,9620,018-670-61408,Low,1,10,0,,,,,,
1442,Anisha Karim,Female,Khaadi,018-953-78097,27,Mymensingh,"Plot #5, Trishal, Mymensingh",5990,120,6110,018-953-78097,High,13,2,1,,,,,,
1443,Mahbuba Sabah,Female,Mushq,018-300-42105,43,Mymensingh,"Flat #4, Building #13, Gafargaon, Mymensingh",6890,120,7010,018-300-42105,Low,13,4,0,,,,,,
1444,Irina Sabrin,Female,Sana Safinaz,015-418-32201,24,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",10590,70,10660,015-418-32201,Low,1,6,0,,,,,,
1445,Nowshin Islam,Female,Ethnic,019-613-59604,37,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6500,70,6570,019-613-59604,High,1,7,1,,,,,,
1446,Nusrat Sabah,Female,Ethnic,017-233-87809,39,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,017-233-87809,Low,1,7,0,,,,,,
1447,Anisha Hossain,Female,Baroque,018-412-87003,49,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,018-412-87003,Low,1,5,0,,,,,,
1448,Raisa Khan,Female,Maria B.,016-736-13510,36,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7500,70,7570,016-736-13510,Low,1,8,0,,,,,,
1449,Farinaj Noor,Female,Amir Adnan,019-858-63309,37,Khulna,"Apartment #6, Block #F, Khalishpur, Khulna",9550,120,9670,019-858-63309,Low,6,10,0,,,,,,
1450,Miniba Sultana,Female,Amir Adnan,017-795-74504,42,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9550,70,9620,017-795-74504,High,1,10,1,,,,,,
1451,Lamisa Sabrin,Female,Khaadi,018-268-19730,49,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,018-268-19730,High,1,2,1,,,,,,
1452,Nusrat Mahi,Female,Baroque,016-531-59049,43,Rangpur,"Flat #1, Building #13, Rangpur Sadar, Rangpur",7560,120,7680,016-531-59049,Low,9,5,0,,,,,,
1453,Maria Sabah,Female,Faraz Manan,019-850-30656,23,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",9000,120,9120,019-850-30656,Low,20,9,0,,,,,,
1454,Faiza Das,Female,Mushq,013-831-50201,35,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",6890,120,7010,013-831-50201,High,3,4,1,,,,,,
1455,Alishba Chowdhury,Female,Faraz Manan,015-231-48106,23,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",9000,120,9120,015-231-48106,Low,19,9,0,,,,,,
1456,Ayesha Sobhan,Female,Khaadi,015-512-25093,36,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",5990,120,6110,015-512-25093,High,3,2,1,,,,,,
1457,Salman Murtaza,Male,Sapphire,016-649-99062,48,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7180,70,7250,016-649-99062,Low,1,3,0,,,,,,
1458,Anisha Nur,Female,Maria B.,019-689-66067,47,Comilla,"Plot #12, Brahmanpara, Comilla",7500,120,7620,019-689-66067,Low,10,8,0,,,,,,
1459,Farhana Sabah,Female,Maria B.,018-635-31008,29,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",7500,120,7620,018-635-31008,Low,11,8,0,,,,,,
1460,Raisa Sultana,Female,Sana Safinaz,018-644-82806,44,Bogura,"Plot #7, Sherpur, Bogura",10590,120,10710,018-644-82806,Low,17,6,0,,,,,,
1461,Raisa Biswas,Female,Khaadi,019-782-35306,30,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",5990,120,6110,019-782-35306,High,3,2,1,,,,,,
1462,Maria Das,Female,Sana Safinaz,018-633-61017,37,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",10590,70,10660,018-633-61017,Low,1,6,0,,,,,,
1463,Abonty Karim,Female,Mushq,015-691-63404,40,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,015-691-63404,High,1,4,1,,,,,,
1464,Alishba Nur,Female,Amir Adnan,015-981-99955,37,Sylhet,"House #2, Lane #8, Amberkhana, Sylhet",9550,120,9670,015-981-99955,Low,4,10,0,,,,,,
1465,Farinaj Khan,Female,Maria B.,018-259-51108,42,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",7500,120,7620,018-259-51108,High,3,8,1,,,,,,
1466,Saima Sabrin,Female,Baroque,017-973-83065,29,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",7560,120,7680,017-973-83065,Low,20,5,0,,,,,,
1467,Alishba Haque,Female,Mushq,019-891-48601,44,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",6890,120,7010,019-891-48601,Low,3,4,0,,,,,,
1468,Tahmina Ali,Female,Celina,019-463-41707,29,Rangpur,"Flat #1, Building #13, Rangpur Sadar, Rangpur",5599,120,5719,019-463-41707,Low,9,1,0,,,,,,
1469,Farhana Jahan,Female,Sapphire,015-948-59509,47,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7180,70,7250,015-948-59509,Low,1,3,0,,,,,,
1470,Maria Ahmed,Female,Ethnic,015-986-80110,22,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",6500,120,6620,015-986-80110,Low,3,7,0,,,,,,
1471,Nazia Sabah,Female,Celina,019-860-96706,29,Rangpur,"Apartment #7, Block #G, Pirgacha, Rangpur",5599,120,5719,019-860-96706,Low,9,1,0,,,,,,
1472,Tashpia Akhtar,Female,Baroque,016-316-42605,36,Narayanganj,"House #14, Road #7, Araihazar, Narayanganj",7560,120,7680,016-316-42605,Low,11,5,0,,,,,,
1473,Fabliha Haque,Female,Sana Safinaz,019-552-42207,50,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",10590,70,10660,019-552-42207,Low,1,6,0,,,,,,
1474,Nafis Sadiq,Male,Celina,013-255-70519,29,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",5599,120,5719,013-255-70519,High,3,1,1,,,,,,
1475,Faiza Mahi,Female,Faraz Manan,016-707-26066,29,Tangail,"Flat #3, Building #14, Kalihati, Tangail",9000,120,9120,016-707-26066,Low,12,9,0,,,,,,
1476,Maria Karim,Female,Ethnic,016-433-28092,37,Bogura,"Flat #13, Building #12, Kahalu, Bogura",6500,120,6620,016-433-28092,High,17,7,1,,,,,,
1477,Irina Nur,Female,Khaadi,018-578-94098,41,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5990,70,6060,018-578-94098,Low,1,2,0,,,,,,
1478,Saima Biswas,Female,Sana Safinaz,019-823-58504,25,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,019-823-58504,Low,1,6,0,,,,,,
1479,Nusrat Sobhan,Female,Mushq,017-538-22057,30,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,017-538-22057,High,1,4,1,,,,,,
1480,Sujana Noor,Female,Mushq,019-771-41203,28,Comilla,"Flat #9, Building #15, Laksam, Comilla",6890,120,7010,019-771-41203,Low,10,4,0,,,,,,
1481,Imran Murtaza,Male,Celina,016-214-90887,30,Cox's Bazar,"Flat #11, Building #15, Teknaf, Coxs Bazar",5599,120,5719,016-214-90887,Low,5,1,0,,,,,,
1482,Abonty Tabassum,Female,Ethnic,019-475-30839,25,Barisal,"House #10, Lane #3, Natullabad, Barisal",6500,120,6620,019-475-30839,Low,8,7,0,,,,,,
1483,Ratul Morshed,Male,Faraz Manan,013-188-60018,39,Jessore,"Flat #1, Building #10, Abhaynagar, Jessore",9000,120,9120,013-188-60018,Low,14,9,0,,,,,,
1484,Maria Karim,Female,Mushq,015-614-94808,45,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",6890,120,7010,015-614-94808,High,3,4,1,,,,,,
1485,Ayesha Jahan,Female,Khaadi,017-273-47051,31,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5990,120,6110,017-273-47051,Low,3,2,0,,,,,,
1486,Sabina Sabah,Female,Baroque,013-846-30007,25,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,013-846-30007,Low,1,5,0,,,,,,
1487,Tahmina Sobhan,Female,Faraz Manan,015-696-95003,42,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",9000,120,9120,015-696-95003,Low,20,9,0,,,,,,
1488,Nusrat Khan,Female,Maria B.,019-233-64069,31,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",7500,120,7620,019-233-64069,High,3,8,1,,,,,,
1489,Farhana Tabassum,Female,Faraz Manan,019-434-75402,23,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9000,120,9120,019-434-75402,Low,3,9,0,,,,,,
1490,Farid Hasan,Male,Baroque,019-374-14041,28,Barisal,"House #10, Lane #3, Natullabad, Barisal",7560,120,7680,019-374-14041,High,8,5,1,,,,,,
1491,Mehedi Ali,Male,Amir Adnan,016-313-95053,23,Comilla,"Plot #12, Brahmanpara, Comilla",9550,120,9670,016-313-95053,Low,10,10,0,,,,,,
1492,Farhana Tasneem,Female,Mushq,015-227-46709,27,Khulna,"Plot #7, DA Khan Road, Khulna",6890,120,7010,015-227-46709,High,6,4,1,,,,,,
1493,Ratul Yasir,Male,Faraz Manan,019-994-35106,46,Cox's Bazar,"Plot #14, Ukhia, Coxs Bazar",9000,120,9120,019-994-35106,Low,5,9,0,,,,,,
1494,Saima Sultana,Female,Sana Safinaz,019-140-53083,42,Barisal,"House #19, Road #11, Natullabad, Barisal",10590,120,10710,019-140-53083,High,8,6,1,,,,,,
1495,Farhana Chowdhury,Female,Celina,015-577-23304,25,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",5599,120,5719,015-577-23304,High,3,1,1,,,,,,
1496,Sharmin Rowshan,Female,Sana Safinaz,019-402-13806,45,Bogura,"Flat #13, Building #12, Kahalu, Bogura",10590,120,10710,019-402-13806,Low,17,6,0,,,,,,
1497,Jannatul Fairooz,Female,Maria B.,019-790-15700,27,Tangail,"Plot #7, Mirzapur, Tangail",7500,120,7620,019-790-15700,High,12,8,1,,,,,,
1498,Fabliha Fairooz,Female,Sana Safinaz,015-870-50096,38,Faridpur,"House #19, Road #3, Sadarpur, Faridpur",10590,120,10710,015-870-50096,Low,19,6,0,,,,,,
1499,Rohhan Islam,Male,Mushq,019-264-63011,34,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,019-264-63011,High,1,4,1,,,,,,
1500,Farhana Tabassum,Female,Amir Adnan,017-210-37201,35,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",9550,120,9670,017-210-37201,Low,19,10,0,,,,,,
1501,Ilma Biswas,Female,Ethnic,019-110-39006,25,Bogura,"House #18, Road #4, Sonatala, Bogura",6500,120,6620,019-110-39006,High,17,7,1,,,,,,
1502,Nafisa Khan,Female,Baroque,019-531-45603,47,Barisal,"Plot #14, Dapdapia, Bakerganj, Barisal",7560,120,7680,019-531-45603,Low,8,5,0,,,,,,
1503,Tashpia Khan,Female,Ethnic,017-218-97409,24,Rangpur,"House #3, Lane #9, Kotwali, Rangpur",6500,120,6620,017-218-97409,Low,9,7,0,,,,,,
1504,Farinaj Tahsin,Female,Khaadi,017-106-35104,30,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,017-106-35104,Low,1,2,0,,,,,,
1505,Ilma Chowdhury,Female,Baroque,018-734-64005,34,Bogura,"House #18, Road #4, Sonatala, Bogura",7560,120,7680,018-734-64005,Low,17,5,0,,,,,,
1506,Sujana Sobhan,Female,Baroque,019-514-13033,32,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7560,120,7680,019-514-13033,Low,3,5,0,,,,,,
