Order ID,Customer Name,Gender,Product Details (Brand),Age,City,Address,Product Price (Taka),Delivery Charge(Taka),Total Bill (Taka),Phone Number,Customer Value
1079,Tamanna Mahi,Female,Khaadi,25,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,013-904-35004,Low
1080,Labony Karim,Female,Mushq,23,Khulna,"Plot #7, DA Khan Road, Khulna",6890,120,7010,015-321-68903,Low
1081,Labiba Sultana,Female,Ethnic,26,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,016-943-40543,Low
1082,Nowshin Khan,Female,Ethnic,36,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,018-622-49531,Low
1083,Ayesha Rahman,Female,Baroque,35,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7560,70,7630,015-984-66986,Low
1084,Tahmina Islam,Female,Celina,40,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5599,70,5669,019-132-40946,Low
1085,Mehedi Hossain,Male,Faraz Manan,25,Rajshahi,"House #4, Lane #7, Motihar, Rajshahi",9000,120,9120,013-878-59994,Low
1086,Farhana Nur,Female,Celina,45,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5599,70,5669,017-482-16950,High
1087,Saima Jahan,Female,Faraz Manan,27,Coxs Bazar,"House #20, Road #5, Ramu, Coxs Bazar",9000,120,9120,016-348-35968,Low
1088,Saima Sultana,Female,Sana Safinaz,35,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,019-749-81915,High
1089,Sharmin Rahman,Female,Sana Safinaz,48,Jessore,"House #4, Lane #12, Jessore Sadar, Jessore",10590,120,10710,019-850-47071,High
1090,Sumaiya Rahman,Female,Celina,35,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5599,70,5669,019-524-16080,High
1091,Farid Ibnat,Male,Sana Safinaz,47,Gazipur,"Plot #4, Sreepur, Gazipur",10590,120,10710,018-356-18026,Low
1092,Arabi Tabassum,Female,Sapphire,43,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7180,70,7250,018-823-16089,High
1093,Salman Chowdhury,Male,Amir Adnan,34,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9550,120,9670,016-207-60228,Low
1094,Raisa Nur,Female,Sapphire,49,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7180,70,7250,018-444-81404,High
1095,Saima Noor,Female,Ethnic,27,Jamalpur,"Apartment #7, Block #T, Melandaha, Jamalpur",6500,120,6620,018-744-78032,Low
1096,Sharmin Sabrin,Female,Baroque,24,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",7560,120,7680,019-253-80094,Low
1097,Raisa Mahi,Female,Sapphire,34,Jessore,"House #15, Road #3, Bagherpara, Jessore",7180,120,7300,015-286-50402,Low
1098,Maria Tabassum,Female,Mushq,25,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",6890,120,7010,015-552-90405,Low
1099,Sharmin Fairooz,Female,Mushq,41,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,017-579-15209,Low
1100,Farhana Ferdous,Female,Ethnic,36,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6500,70,6570,019-700-56059,Low
1101,Labiba Sobhan,Female,Faraz Manan,24,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,013-937-51700,Low
1102,Samin Alam,Male,Khaadi,28,Sylhet,"House #18, Road #3, Kajalshah, Sylhet",5990,120,6110,017-948-81500,High
1103,Wamia Nawar,Female,Sana Safinaz,34,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",10590,70,10660,019-787-99094,Low
1104,Arabi Khan,Female,Amir Adnan,31,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9550,70,9620,018-864-27037,High
1105,Nafisa Haque,Female,Celina,38,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5599,70,5669,017-825-50759,High
1106,Nafisa Tasnim,Female,Ethnic,50,Kushtia,"House #14, Road #8, Bheramara, Kushtia",6500,120,6620,015-165-22006,Low
1107,Rohhan Khan,Male,Amir Adnan,45,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9550,120,9670,015-807-90033,Low
1108,Maria Fairooz,Female,Khaadi,22,Tangail,"Plot #7, Mirzapur, Tangail",5990,120,6110,019-339-43909,High
1109,Rabeya Sabah,Female,Faraz Manan,46,Khulna,"Apartment #6, Block #F, Khalishpur, Khulna",9000,120,9120,019-244-47034,Low
1110,Ayesha Islam,Female,Faraz Manan,37,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",9000,120,9120,017-753-71504,High
1111,Lamia Ahmed,Female,Mushq,33,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",6890,120,7010,018-681-85603,High
1112,Mahir Abdullah,Male,Baroque,36,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7560,70,7630,016-433-85600,Low
1113,Nafi Murtaza,Male,Sapphire,26,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7180,70,7250,015-202-41077,Low
1114,Maria Jahan,Female,Celina,42,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5599,70,5669,018-334-91040,Low
1115,Himeka Noor,Female,Sapphire,30,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7180,70,7250,018-190-92003,Low
1116,Anisha Sabah,Female,Ethnic,45,Barisal,"House #19, Road #11, Natullabad, Barisal",6500,120,6620,016-164-30931,Low
1117,Shafi Karim,Male,Amir Adnan,41,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9550,120,9670,019-361-80136,Low
1118,Jannatul Tasneem,Female,Baroque,44,Rangpur,"Flat #1, Building #13, Rangpur Sadar, Rangpur",7560,120,7680,019-682-83068,High
1119,Tashfia Islam,Female,Celina,36,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5599,70,5669,013-806-42053,Low
1120,Jannatul Biswas,Female,Ethnic,30,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6500,70,6570,019-679-93011,Low
1121,Lamia Sabrin,Female,Khaadi,48,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5990,120,6110,016-782-11021,Low
1122,Sharmin Ferdous,Female,Sana Safinaz,34,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",10590,120,10710,018-576-10262,Low
1123,Faiza Nawar,Female,Baroque,28,Khulna,"Plot #7, DA Khan Road, Khulna",7560,120,7680,018-531-60890,High
1124,Rahim Hasan,Male,Mushq,47,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,016-428-53000,Low
1125,Miniba Tasnim,Female,Ethnic,42,Rajshahi,"Apartment #3, Block #B, Seroil, Rajshahi",6500,120,6620,019-348-60825,Low
1126,Saima Ahmed,Female,Ethnic,43,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6500,70,6570,015-872-46044,Low
1127,Nusrat Haque,Female,Khaadi,27,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5990,120,6110,018-993-50096,Low
1128,Maria Tabassum,Female,Sana Safinaz,35,Barisal,"Apartment #8, Block #A, Kuakata, Barisal",10590,120,10710,018-788-19074,Low
1129,Nafisa Biswas,Female,Maria B.,38,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7500,70,7570,018-930-51018,High
1130,Himeka Islam,Female,Khaadi,39,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5990,120,6110,017-878-33090,Low
1131,Raisa Biswas,Female,Mushq,23,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,015-893-87018,Low
1132,Arabi Fairooz,Female,Baroque,45,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",7560,120,7680,013-283-35082,Low
1133,Nazia Ferdous,Female,Amir Adnan,32,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",9550,70,9620,018-161-15002,Low
1134,Ayesha Chowdhury,Female,Ethnic,25,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",6500,120,6620,019-898-14034,High
1135,Arabi Ali,Female,Baroque,25,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7560,70,7630,013-367-96072,Low
1136,Nazia Sabah,Female,Maria B.,31,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7500,120,7620,016-125-34070,Low
1137,Tahmina Karim,Female,Mushq,44,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6890,70,6960,017-752-32023,Low
1138,Nazia Rowshan,Female,Amir Adnan,22,Narayanganj,"Apartment #10, Block #I, Narayanganj Sadar, Narayanganj",9550,120,9670,013-223-25605,Low
1139,Salman Hossain,Male,Celina,25,Gazipur,"House #12, Road #2, Gazipur Sadar, Gazipur",5599,120,5719,019-622-46802,High
1140,Sabina Ahmed,Female,Sana Safinaz,37,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,013-124-33109,Low
1141,Nusrat Rahman,Female,Faraz Manan,36,Barisal,"House #19, Road #11, Natullabad, Barisal",9000,120,9120,015-516-13600,High
1142,Sujana Tabassum,Female,Celina,24,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5599,120,5719,018-528-66088,High
1143,Sabina Islam,Female,Khaadi,38,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",5990,120,6110,016-168-64106,Low
1144,Fabliha Ahmed,Female,Celina,23,Sylhet,"Apartment #15, Block #E, Zindabazar, Sylhet",5599,120,5719,016-446-12501,Low
1145,Irina Nawar,Female,Khaadi,23,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5990,70,6060,018-787-66014,Low
1146,Simanto Zaman,Male,Maria B.,37,Comilla,"Plot #12, Brahmanpara, Comilla",7500,120,7620,018-802-44700,Low
1147,Nazia Ahmed,Female,Amir Adnan,48,Rajshahi,"House #4, Lane #7, Motihar, Rajshahi",9550,120,9670,017-554-77404,Low
1148,Faiza Tasneem,Female,Maria B.,41,Comilla,"House #20, Road #8, Chauddagram, Comilla",7500,120,7620,015-389-60357,High
1149,Fabliha Ahmed,Female,Khaadi,43,Jamalpur,"Flat #1, Building #10, Sarishabari, Jamalpur",5990,120,6110,016-629-68099,Low
1150,Farinaj Chowdhury,Female,Mushq,46,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6890,70,6960,015-906-80155,Low
1151,Ayesha Akhtar,Female,Baroque,36,Kushtia,"House #7, Lane #11, Kushtia Sadar, Kushtia",7560,120,7680,019-928-80422,Low
1152,Alishba Sultana,Female,Sana Safinaz,33,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",10590,120,10710,019-815-70063,Low
1153,Nazia Tabassum,Female,Amir Adnan,50,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9550,120,9670,013-527-10049,High
1154,Ilma Khan,Female,Baroque,31,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,018-659-27801,High
1155,Sabina Tasneem,Female,Baroque,34,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,015-612-64605,Low
1156,Himeka Biswas,Female,Sana Safinaz,36,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",10590,120,10710,013-803-56047,Low
1157,Nowshin Ferdous,Female,Mushq,28,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",6890,120,7010,013-720-43007,High
1158,Lamisa Khan,Female,Celina,32,Narayanganj,"Apartment #10, Block #I, Narayanganj Sadar, Narayanganj",5599,120,5719,015-392-25700,Low
1159,Nafisa Chowdhury,Female,Khaadi,34,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5990,70,6060,019-362-78605,Low
1160,Labiba Ali,Female,Sana Safinaz,24,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",10590,120,10710,019-430-36065,Low
1161,Nafisa Tabassum,Female,Mushq,44,Mymensingh,"Apartment #9, Block #L, Bhaluka, Mymensingh",6890,120,7010,018-341-55058,High
1162,Lamia Ahmed,Female,Ethnic,23,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6500,70,6570,019-327-26502,Low
1163,Tashfia Nur,Female,Maria B.,37,Coxs Bazar,"House #3, Lane #7, Coxs Bazar Sadar, Coxs Bazar",7500,120,7620,016-163-40052,Low
1164,Nowshin Fairooz,Female,Mushq,29,Faridpur,"House #10, Lane #7, Faridpur Sadar, Faridpur",6890,120,7010,018-657-56090,Low
1165,Labony Karim,Female,Sapphire,30,Comilla,"Flat #9, Building #15, Laksam, Comilla",7180,120,7300,015-761-32606,Low
1166,Himeka Khan,Female,Sapphire,31,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7180,120,7300,019-280-64180,Low
1167,Sharmin Sabrin,Female,Mushq,42,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6890,70,6960,018-715-90658,Low
1168,Raisa Hossain,Female,Mushq,26,Sylhet,"House #2, Lane #8, Amberkhana, Sylhet",6890,120,7010,017-131-63074,Low
1169,Nusrat Khan,Female,Maria B.,43,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7500,70,7570,016-168-40219,Low
1170,Lamia Islam,Female,Amir Adnan,40,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9550,70,9620,015-146-67029,Low
1171,Sharmin Nur,Female,Mushq,46,Dinajpur,"Plot #9, Phulbari, Dinajpur",6890,120,7010,018-794-84200,High
1172,Sabina Ahmed,Female,Mushq,35,Kushtia,"House #14, Road #8, Bheramara, Kushtia",6890,120,7010,016-908-78080,Low
1173,Sabina Sabah,Female,Baroque,49,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,019-163-47030,Low
1174,Fabliha Khan,Female,Maria B.,47,Rangpur,"House #3, Lane #9, Kotwali, Rangpur",7500,120,7620,015-624-04587,Low
1175,Anisha Ferdous,Female,Mushq,32,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6890,70,6960,019-554-11007,Low
1176,Sumaiya Tahsin,Female,Mushq,23,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6890,70,6960,015-878-28693,Low
1177,Faiza Rowshan,Female,Sana Safinaz,42,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",10590,120,10710,017-784-28930,Low
1178,Nowshin Akhtar,Female,Faraz Manan,23,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",9000,70,9070,013-738-14976,High
1179,Sabina Haque,Female,Baroque,24,Bogura,"House #9, Lane #10, Bogura Sadar, Bogura",7560,120,7680,018-144-52694,High
1180,Mehedi Siddique,Male,Mushq,32,Narsingdi,"Flat #8, Building #16, Raipura, Narsingdi",6890,120,7010,016-195-33939,Low
1181,Sabina Ahmed,Female,Khaadi,46,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",5990,120,6110,015-171-12193,Low
1182,Rabbi Murtaza,Male,Sapphire,44,Mymensingh,"Apartment #9, Block #L, Bhaluka, Mymensingh",7180,120,7300,019-666-93391,Low
1183,Farid Zamil,Male,Baroque,24,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",7560,120,7680,015-291-72931,Low
1184,Tashpia Sabrin,Female,Celina,44,Rajshahi,"Apartment #3, Block #B, Seroil, Rajshahi",5599,120,5719,016-433-79591,Low
1185,Nowshin Tasnim,Female,Khaadi,31,Bogura,"Apartment #6, Block #Q, Shibganj, Bogura",5990,120,6110,015-921-29971,Low
1186,Sumaiya Sabah,Female,Khaadi,28,Tangail,"Flat #3, Building #14, Kalihati, Tangail",5990,120,6110,017-201-79500,Low
1187,Ayesha Biswas,Female,Sana Safinaz,43,Rangpur,"Apartment #7, Block #G, Pirgacha, Rangpur",10590,120,10710,017-168-99080,Low
1188,Lamisa Nawar,Female,Maria B.,37,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7500,120,7620,019-823-38994,High
1189,Mohammad Morshed,Male,Amir Adnan,47,Coxs Bazar,"House #3, Lane #7, Coxs Bazar Sadar, Coxs Bazar",9550,120,9670,014-925-64097,Low
1190,Saima Ali,Female,Mushq,23,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6890,70,6960,018-467-16996,High
1191,Nazia Ahmed,Female,Celina,31,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5599,70,5669,015-924-79576,Low
1192,Maria Sabrin,Female,Khaadi,30,Tangail,"Flat #3, Building #14, Kalihati, Tangail",5990,120,6110,016-972-82983,Low
1193,Sujana Ali,Female,Mushq,48,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",6890,120,7010,016-368-97895,Low
1194,Farhana Tasnim,Female,Sana Safinaz,22,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",10590,70,10660,017-906-39996,Low
1195,Labony Jahan,Female,Baroque,35,Mymensingh,"Plot #5, Trishal, Mymensingh",7560,120,7680,013-710-19768,High
1196,Sabina Haque,Female,Amir Adnan,30,Coxs Bazar,"Plot #14, Ukhia, Coxs Bazar",9550,120,9670,018-600-79283,Low
1197,Faiza Nawar,Female,Maria B.,43,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7500,120,7620,017-395-99051,High
1198,Anisha Ferdous,Female,Khaadi,36,Narayanganj,"House #14, Road #7, Araihazar, Narayanganj",5990,120,6110,013-732-10744,Low
1199,Labony Nur,Female,Baroque,39,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7560,120,7680,018-483-70471,Low
1200,Lamisa Noor,Female,Maria B.,27,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7500,120,7620,019-475-50283,Low
1201,Mohammad Hassan,Male,Baroque,36,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,019-935-70866,Low
1202,Tahmina Nawar,Female,Amir Adnan,30,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",9550,120,9670,019-180-30646,Low
1203,Sabina Tasnim,Female,Faraz Manan,36,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9000,70,9070,019-536-94022,High
1204,Himeka Karim,Female,Baroque,30,Tangail,"Flat #3, Building #14, Kalihati, Tangail",7560,120,7680,013-362-71009,High
1205,Nusrat Mahi,Female,Ethnic,48,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6500,70,6570,016-537-17071,Low
1206,Ayesha Tasneem,Female,Faraz Manan,36,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9000,70,9070,019-250-17104,Low
1207,iqdidar Amin,Male,Sapphire,36,Dinajpur,"Apartment #5, Block #R, Birganj, Dinajpur",7180,120,7300,013-160-37350,High
1208,Tamanna Islam,Female,Sapphire,37,Jessore,"Plot #8, Manirampur, Jessore",7180,120,7300,018-891-45014,Low
1209,Ali Hasan,Male,Ethnic,49,Jamalpur,"Plot #8, Islampur, Jamalpur",6500,120,6620,019-366-28601,Low
1210,Tashpia Sabah,Female,Sapphire,35,Gazipur,"Flat #11, Building #16, Kaliakair, Gazipur",7180,120,7300,018-345-71902,Low
1211,Tahmina Jahan,Female,Mushq,43,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,016-319-40099,Low
1212,Ilma Karim,Female,Mushq,37,Kushtia,"House #14, Road #8, Bheramara, Kushtia",6890,120,7010,015-765-76004,Low
1213,Nazia Sultana,Female,Sapphire,38,Rangpur,"Plot #8, Bogra Road, Rangpur",7180,120,7300,018-159-42016,Low
1214,Ilma Ali,Female,Amir Adnan,42,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9550,70,9620,019-592-10205,Low
1215,Alishba Jahan,Female,Maria B.,22,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7500,70,7570,017-505-91400,High
1216,Labony Biswas,Female,Baroque,23,Coxs Bazar,"House #20, Road #5, Ramu, Coxs Bazar",7560,120,7680,013-731-35401,Low
1217,Labiba Noor,Female,Faraz Manan,45,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",9000,120,9120,017-263-47407,Low
1218,Tahmina Tasneem,Female,Maria B.,23,Barisal,"Flat #5, Building #4, Muladi, Barisal",7500,120,7620,017-327-11044,High
1219,Nusrat Jahan,Female,Maria B.,48,Comilla,"Apartment #11, Block #H, Chandina, Comilla",7500,120,7620,016-366-23002,Low
1220,Arabi Nur,Female,Sapphire,29,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",7180,120,7300,015-953-50970,Low
1221,Irina Khan,Female,Amir Adnan,38,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",9550,120,9670,013-860-86016,Low
1222,Maria Islam,Female,Sana Safinaz,49,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",10590,120,10710,019-802-75099,High
1223,Saima Mahi,Female,Sapphire,50,Kushtia,"House #14, Road #8, Bheramara, Kushtia",7180,120,7300,015-948-01623,High
1224,Faiza Akhtar,Female,Mushq,33,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,013-777-04121,Low
1225,Faiza Karim,Female,Faraz Manan,38,Kushtia,"Apartment #10, Block #P, Mirpur, Kushtia",9000,120,9120,014-423-33045,Low
1226,Sharmin Khan,Female,Baroque,43,Bogura,"Flat #13, Building #12, Kahalu, Bogura",7560,120,7680,015-542-41108,High
1227,Anisha Sobhan,Female,Sana Safinaz,25,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",10590,120,10710,014-432-29094,Low
1228,Mehedi Ali,Male,Ethnic,35,Sylhet,"House #18, Road #3, Kajalshah, Sylhet",6500,120,6620,013-902-46063,High
1229,Nafisa Sabrin,Female,Celina,37,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5599,70,5669,017-454-65062,Low
1230,Raisa Mahi,Female,Celina,32,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5599,120,5719,019-573-99121,Low
1231,Labony Tahsin,Female,Faraz Manan,40,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",9000,70,9070,013-567-92112,Low
1232,Sabina Biswas,Female,Sana Safinaz,42,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",10590,70,10660,016-688-58963,High
1233,Labiba Nur,Female,Khaadi,33,Sylhet,"Plot #10, Shahjalal Uposhohor, Sylhet",5990,120,6110,015-505-01340,High
1234,Karim Miah,Male,Celina,40,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",5599,120,5719,017-556-43014,Low
1235,Irina Islam,Female,Sapphire,40,Faridpur,"House #19, Road #3, Sadarpur, Faridpur",7180,120,7300,013-233-95758,Low
1236,Farhana Chowdhury,Female,Ethnic,50,Rangpur,"House #3, Lane #9, Kotwali, Rangpur",6500,120,6620,018-461-16303,Low
1237,Farhana Sobhan,Female,Amir Adnan,44,Sylhet,"Plot #10, Shahjalal Uposhohor, Sylhet",9550,120,9670,015-8484-7999,Low
1238,Ayesha Haque,Female,Sana Safinaz,25,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",10590,70,10660,018-149-82003,High
1239,Rabeya Tasneem,Female,Mushq,45,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",6890,120,7010,019-247-11021,High
1240,Labiba Nawar,Female,Faraz Manan,22,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,018-398-56006,Low
1241,Sharmin Islam,Female,Amir Adnan,23,Jessore,"House #15, Road #3, Bagherpara, Jessore",9550,120,9670,017-202-80899,High
1242,Himeka Akhtar,Female,Faraz Manan,40,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",9000,70,9070,019-269-45500,High
1243,Jannatul Rowshan,Female,Faraz Manan,31,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,017-187-02997,High
1244,Nusrat Noor,Female,Khaadi,46,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5990,70,6060,017-456-50682,High
1245,Farhana Das,Female,Maria B.,27,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7500,70,7570,018-952-88060,Low
1246,Nusrat Sabah,Female,Baroque,38,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,016-624-59806,Low
1247,Nazia Fairooz,Female,Maria B.,40,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7500,70,7570,017-642-97083,Low
1248,Tashfia Sobhan,Female,Maria B.,26,Mymensingh,"House #18, Road #9, Muktagacha, Mymensingh",7500,120,7620,018-237-38088,Low
1249,Tahmina Sabrin,Female,Mushq,39,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,016-395-40992,Low
1250,Tashfia Chowdhury,Female,Faraz Manan,25,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9000,70,9070,018-153-07307,Low
1251,Farid Rahman,Male,Ethnic,46,Mymensingh,"Flat #4, Building #13, Gafargaon, Mymensingh",6500,120,6620,018-319-05866,High
1252,Sumaiya Khan,Female,Baroque,28,Tangail,"Plot #7, Mirzapur, Tangail",7560,120,7680,017-926-02591,Low
1253,Ilma Rowshan,Female,Sana Safinaz,27,Bogura,"House #9, Lane #10, Bogura Sadar, Bogura",10590,120,10710,019-658-33069,Low
1254,Fabliha Haque,Female,Khaadi,37,Kushtia,"Plot #6, Kumarkhali, Kushtia",5990,120,6110,018-264-90066,High
1255,Farinaj Rahman,Female,Faraz Manan,34,Narayanganj,"House #5, Lane #4, Fatullah, Narayanganj",9000,120,9120,016-427-80089,Low
1256,Fayaz Alam,Male,Baroque,50,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7560,120,7680,016-6010-7190,High
1257,Farhana Ali,Female,Amir Adnan,38,Dinajpur,"Plot #9, Phulbari, Dinajpur",9550,120,9670,017-245-70243,Low
1258,Tahmina Nawar,Female,Celina,46,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",5599,120,5719,018-621-30790,High
1259,Saima Hossain,Female,Khaadi,29,Khulna,"Apartment #6, Block #F, Khalishpur, Khulna",5990,120,6110,018-955-09154,Low
1260,Tashfia Khan,Female,Faraz Manan,33,Narsingdi,"House #5, Lane #9, Narsingdi Sadar, Narsingdi",9000,120,9120,016-5820-2755,Low
1261,Alishba Sobhan,Female,Baroque,42,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7560,120,7680,018-8170-9653,High
1262,Raisa Noor,Female,Khaadi,34,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5990,70,6060,019-780-40372,Low
1263,Rohhan Rahman,Male,Ethnic,48,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",6500,120,6620,017-4800-4423,Low
1264,Sumaiya Rahman,Female,Mushq,39,Cox's Bazar,"Apartment #8, Block #M, Chakaria, Coxs Bazar",6890,120,7010,017-705-53002,Low
1265,Labony Biswas,Female,Maria B.,40,Cox's Bazar,"House #20, Road #5, Ramu, Coxs Bazar",7500,120,7620,019-633-65009,Low
1266,Ilma Ferdous,Female,Mushq,37,Barisal,"Flat #5, Building #4, Muladi, Barisal",6890,120,7010,018-225-41900,Low
1267,Lamisa Das,Female,Sana Safinaz,26,Barisal,"House #10, Lane #3, Natullabad, Barisal",10590,120,10710,019-518-69097,Low
1268,Sabina Rowshan,Female,Ethnic,43,Cox's Bazar,"House #20, Road #5, Ramu, Coxs Bazar",6500,120,6620,018-599-88102,High
1269,Saima Tabassum,Female,Mushq,34,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",6890,120,7010,017-505-79104,Low
1270,Abrar Rahman,Male,Ethnic,36,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",6500,120,6620,013-834-21041,Low
1271,Labony Khan,Female,Khaadi,25,Mymensingh,"House #10, Lane #6, Mymensingh Sadar, Mymensingh",5990,120,6110,019-222-40689,Low
1272,Tahmina Ahmed,Female,Maria B.,26,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",7500,120,7620,019-271-21906,Low
